     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;           6.000;           0.006;           0.000;         16;         33;        1856.818;        1969.758;        1865.052;          26.883 ( 1.441 %);   1047.223
       IKJ;           6.000;           0.006;           0.000;         16;         33;         970.909;        1032.545;         974.537;          13.571 ( 1.393 %);   2004.156
       IEX;           6.000;           0.006;           0.000;         16;         33;         970.909;        1022.818;         974.325;          12.335 ( 1.266 %);   2004.593
   UNROLL4;           6.000;           0.006;           0.000;         16;         33;        1564.121;        1675.576;        1567.817;          19.356 ( 1.235 %);   1245.761
   UNROLL8;           6.000;           0.006;           0.000;         16;         33;        1811.576;        1904.152;        1817.421;          16.043 ( 0.883 %);   1074.668
     CBLAS;           6.000;           0.006;           0.000;         16;         33;        1093.242;        1383.818;        1105.692;          51.728 ( 4.678 %);   1766.427
